Enh,Replica,Cell,Deg,NPeaks,MeanTON,MeanToff,ActTime,MeanFluor,Nbursts
enhDOWN_interp,1,80,135.44303797468353,2,2.5,56.0,61.0,141.96279642058124,2
enhDOWN_interp,1,81,224.0506329113924,6,2.3333333333333335,15.4,91.0,239.01921700223713,6
enhDOWN_interp,1,82,224.0506329113924,4,1.25,27.0,86.0,172.77456375838986,4
enhDOWN_interp,1,83,383.54430379746833,5,1.4,18.0,79.0,198.53800894854595,5
enhDOWN_interp,1,84,356.96202531645565,9,2.5555555555555554,13.555555555555555,145.0,416.473087248322,9
enhDOWN_interp,1,85,108.86075949367088,1,3.0,,3.0,118.1566219239372,1
enhDOWN_interp,1,86,197.46835443037975,12,2.6666666666666665,8.454545454545455,125.0,370.03668903803134,12
enhDOWN_interp,1,87,543.0379746835442,4,1.75,6.0,25.0,209.01767337807527,4
enhDOWN_interp,1,88,144.30379746835442,7,1.7142857142857142,19.833333333333332,131.0,196.43762863534664,7
enhDOWN_interp,1,89,135.44303797468353,3,1.3333333333333333,31.0,66.0,136.60299776286377,3
enhDOWN_interp,1,90,427.8481012658228,2,3.0,16.0,22.0,182.14794183445173,2
enhDOWN_interp,1,91,153.1645569620253,1,1.0,,1.0,138.2962192393732,1
enhDOWN_interp,1,92,436.70886075949363,7,1.4285714285714286,15.5,103.0,236.57008948545914,7
enhDOWN_interp,1,93,224.0506329113924,3,2.3333333333333335,29.666666666666668,96.0,161.99606263982096,3
enhDOWN_interp,1,94,250.63291139240505,4,2.5,6.666666666666667,30.0,220.19599552572708,4
enhDOWN_interp,1,95,286.0759493670886,4,2.25,5.333333333333333,25.0,210.40626398210298,4
enhDOWN_interp,1,96,188.60759493670884,3,2.3333333333333335,23.5,54.0,174.04476510067107,3
enhDOWN_interp,1,97,162.0253164556962,8,1.625,12.571428571428571,101.0,231.07592841163327,8
enhDOWN_interp,1,98,356.96202531645565,6,1.3333333333333333,13.8,77.0,212.18317673378095,6
enhDOWN_interp,1,99,286.0759493670886,7,1.4285714285714286,14.833333333333334,99.0,191.49087248322064,7
