Exp,Cell,TimeMin,Signal,Smoothed,Pred,State,Threshold
enhUP_raw,0,14.666666666666666,1.1045,1.0009531593277718,0.7580379746835443,1.0,0.23
enhUP_raw,0,15.0,1.7735,1.4831003077953695,1.0795569620253163,1.0,0.23
enhUP_raw,0,15.333333333333334,1.2715,1.5758165008986618,1.4010759493670886,0.0,0.23
enhUP_raw,0,15.666666666666666,1.1005,1.1742435444411015,1.0795569620253163,0.0,0.23
enhUP_raw,0,16.0,0.7845,0.890492015937875,0.7580379746835443,0.0,0.23
enhUP_raw,0,16.333333333333332,1.4395,1.1600165551916397,0.43651898734177214,1.0,0.23
enhUP_raw,0,16.666666666666668,0.3615,0.9252973337991549,0.7580379746835443,0.0,0.23
enhUP_raw,0,17.0,0.624,0.44117969334694473,0.43651898734177214,0.0,0.23
enhUP_raw,0,17.333333333333332,0.3665,0.520959898210252,0.115,0.0,0.23
enhUP_raw,0,17.666666666666668,0.2155,0.27212261599163196,0.115,0.0,0.23
enhUP_raw,0,18.0,0.259,0.23638647281941436,0.115,0.0,0.23
enhUP_raw,0,18.333333333333332,0.1205,0.19686201016767296,0.115,0.0,0.23
enhUP_raw,0,18.666666666666668,0.05,0.07039188100154462,0.115,0.0,0.23
enhUP_raw,0,19.0,0.147,0.09672951323885845,0.115,0.0,0.23
enhUP_raw,0,19.333333333333332,0.1035,0.1297225601447277,0.115,0.0,0.23
enhUP_raw,0,19.666666666666668,0.1265,0.08328654737279441,0.115,0.0,0.23
enhUP_raw,0,20.0,0.5855,0.3613618785497541,0.115,1.0,0.23
enhUP_raw,0,20.333333333333332,0.522,0.567987055085856,0.43651898734177214,1.0,0.23
enhUP_raw,0,20.666666666666668,0.755,0.624531959493625,0.7580379746835443,1.0,0.23
enhUP_raw,0,21.0,0.917,0.8689955091865945,1.0795569620253163,1.0,0.23
enhUP_raw,0,21.333333333333332,0.6295,0.8004550187936883,1.4010759493670886,0.0,0.23
enhUP_raw,0,21.666666666666668,0.3585,0.4327641905850921,1.0795569620253163,0.0,0.23
enhUP_raw,0,22.0,1.0425,0.7051915901644107,0.7580379746835443,1.0,0.23
enhUP_raw,0,22.333333333333332,0.6975,0.9332309095610717,1.0795569620253163,0.0,0.23
enhUP_raw,0,22.666666666666668,0.379,0.5074555085137664,0.7580379746835443,0.0,0.23
enhUP_raw,0,23.0,0.526,0.4403598503874552,0.43651898734177214,0.0,0.23
enhUP_raw,0,23.333333333333332,0.397,0.466750033688662,0.115,0.0,0.23
enhUP_raw,0,23.666666666666668,0.4535,0.36086911621076684,0.115,1.0,0.23
enhUP_raw,0,24.0,1.345,0.9180973423504634,0.43651898734177214,1.0,0.23
enhUP_raw,0,24.333333333333332,1.104,1.2944925245344843,0.7580379746835443,1.0,0.23
enhUP_raw,0,24.666666666666668,0.8865,0.9545219814321234,1.0795569620253163,0.0,0.23
enhUP_raw,0,25.0,1.292,1.0436994546261282,0.7580379746835443,1.0,0.23
